第一申请人,申请人省市代码,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,main_chain_position,main_quantum_category,firm_relevance
新华三信息安全技术有限公司,安徽; 34,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
无锡中金鼎讯信通科技股份有限公司,江苏; 32,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
无锡太湖学院,江苏; 32,2020,2020,1,6,6.0,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
无锡睿勤科技有限公司,江苏; 32,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
无锡量子感知技术有限公司,江苏; 32,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,NV色心,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
日内瓦大学,瑞士; CH,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
日晷科技(上海)有限公司,上海; 31,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
日本电气株式会社,日本; JP,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
日本航空电子工业株式会社,日本; JP,2021,2021,1,6,6.0,量子传感,量子传感器/精密测量,laser；原子干涉；原子干涉仪,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
昆山禾信质谱技术有限公司,江苏; 32,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
昆山聂尔精密仪器有限公司,江苏; 32,2020,2020,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
昆明理工大学,云南; 53,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
易迅通科技有限公司,陕西; 61,2021,2023,7,68,9.714285714285714,量子通信与安全,量子通信与安全,QKD；fidelity；laser；保真度；单光子探测器；激光器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子通信,4,3,0,0,量子通信与安全,量子通信与安全,核心量子企业
星汉时空科技(北京)有限公司,北京; 11,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率驾驭,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
星汉时空科技(长沙)有限公司,湖南; 43,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
晋商博创(北京)科技有限公司,北京; 11,2020,2020,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
晨越建设项目管理集团股份有限公司,四川; 51,2022,2023,2,10,5.0,量子计算,量子计算系统,量子计算,0,2,0,0,量子计算系统,量子计算,较高相关企业
普天信息技术有限公司,北京; 11,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
普林斯顿大学,美国; US,2020,2020,1,20,20.0,量子通信与安全,量子通信与安全,量子中继；量子中继器；量子传感；量子信息；量子密钥；量子密钥分配,1,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
普莱克斯技术有限公司,美国; US,2019,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
智慧谷(厦门)物联科技有限公司,福建; 35,2020,2020,1,9,9.0,量子计算,量子软件/算法/模拟,量子算法；量子计算,1,0,0,0,量子软件/算法/模拟,量子计算,较高相关企业
暗链科技(深圳)有限公司,广东; 44,2023,2023,1,4,4.0,量子计算,量子软件/算法/模拟,量子算法,0,0,1,0,量子软件/算法/模拟,量子计算,候选/待复核企业
暨南大学,广东; 44,2019,2021,8,47,5.875,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟；量子通信与安全,QKD；Shor算法；entanglement；superposition；量子信息；量子叠加；量子密钥；量子密钥分发；量子态；量子比特；量子线路；量子计算；量子门,2,4,2,0,量子计算系统,量子计算,核心量子企业
曲阜师范大学,山东; 37,2022,2022,2,15,7.5,量子传感；量子计算,量子传感器/精密测量；量子计算系统,量子传感；量子传感器；量子科技；量子计算；量子计算机,1,1,0,0,量子传感器/精密测量,量子传感,较高相关企业
本源科仪(成都)科技有限公司,四川; 51,2022,2023,4,20,5.0,量子计算,量子计算系统,量子比特；量子芯片,0,4,0,0,量子计算系统,量子计算,核心量子企业
本源量子计算科技(合肥)股份有限公司,安徽; 34,2023,2023,14,84,6.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,qubit；超导量子芯片；量子处理器；量子态；量子机器学习；量子比特；量子线路；量子芯片；量子计算；量子计算机,3,9,2,0,量子计算系统,量子计算,核心量子企业
本田技研工业株式会社,日本; JP,2020,2022,13,65,5.0,量子传感,量子传感器/精密测量,MOT,0,13,0,0,量子传感器/精密测量,量子传感,核心量子企业
材料科学姑苏实验室,江苏; 32,2021,2023,14,157,11.214285714285714,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,qubit；qubits；俘获离子；保真度；囚禁离子；离子阱；超导量子比特；超导量子电路；超导量子芯片；量子比特；量子电路；量子芯片；量子计算；量子计算机,13,1,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
杜克大学,美国; US,2020,2020,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
杜塞尔多夫华为技术有限公司,德国; DE,2021,2021,6,45,7.5,量子通信与安全,量子通信与安全,QKD；laser；激光器；量子密钥；量子密钥分发；量子密钥分配；量子相干；量子通信,2,4,0,0,量子通信与安全,量子通信与安全,核心量子企业
杭州合众数据技术有限公司,浙江; 33,2023,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态；量子纠缠,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
杭州图南电子股份有限公司,浙江; 33,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子保密通信；量子计算,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
杭州姚生记食品有限公司,浙江; 33,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
杭州希戈科技有限公司,浙江; 33,2020,2020,2,25,12.5,量子通信与安全,量子通信与安全,QKD；量子中继；量子密钥；量子密钥分发；量子通信,2,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
杭州微伽量子科技有限公司,浙江; 33,2021,2021,3,27,9.0,量子传感,量子传感器/精密测量,laser；原子干涉；磁光阱；超高真空,2,1,0,0,量子传感器/精密测量,量子传感,核心量子企业
杭州慧明量子通信技术有限公司,浙江; 33,2022,2022,5,49,9.8,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；激光器；量子密钥；量子密钥分发；量子态,4,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
杭州电子科技大学,浙江; 33,2019,2022,6,24,4.0,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,原子钟；原子频标；量子态；量子计算；频率标准,0,2,0,4,量子计量/时间频率/PNT候选,量子传感,核心量子企业
杭州蔚领知谱检测技术有限公司,浙江; 33,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
杭州谱育科技发展有限公司,浙江; 33,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
杭州闪捷信息科技有限公司,浙江; 33,2020,2020,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子网络,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
林和,北京; 11,2022,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
标致雪铁龙汽车股份有限公司,法国; FR,2019,2020,2,10,5.0,量子传感,量子传感器/精密测量,MOT,0,2,0,0,量子传感器/精密测量,量子传感,较高相关企业
株式会社东芝,日本; JP,2019,2022,2,8,4.0,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,国际原子时；量子密钥；量子密钥分发,0,1,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
株式会社岛津制作所,日本; JP,2019,2021,5,25,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,5,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
桂林电子科技大学,广西; 45,2021,2022,3,19,6.333333333333333,量子传感；量子通信与安全,量子传感器/精密测量；量子通信与安全,MOT；laser；单光子探测器；量子通信,0,3,0,0,量子通信与安全,量子通信与安全,较高相关企业
正则量子(北京)技术有限公司,北京; 11,2023,2023,3,21,7.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子密钥；量子密钥分发；量子测量；量子线路；量子计算；量子计算机；量子门,2,0,1,0,量子计算系统,量子计算,核心量子企业
正链科技(深圳)有限公司,广东; 44,2020,2020,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
武汉中科锐择光电科技有限公司,湖北; 42,2023,2023,1,6,6.0,量子计算,量子计算系统,laser；激光器；量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
武汉亦芯微电子有限公司,湖北; 42,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,后量子密码,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
武汉华中天纬测控有限公司,湖北; 42,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
武汉和悦数字科技有限公司,湖北; 42,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
武汉大学,湖北; 42,2020,2022,6,48,8.0,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,laser；原子钟；量子态；量子比特；量子电路；量子网络；量子计算；量子计算机；量子通信,1,4,0,1,量子通信与安全,量子通信与安全,核心量子企业
武汉大学深圳研究院,广东; 44,2021,2021,2,15,7.5,量子传感,量子传感器/精密测量,NV色心；量子传感；量子传感器,1,1,0,0,量子传感器/精密测量,量子传感,较高相关企业
武汉弘康医学检验实验室股份有限公司,湖北; 42,2021,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
武汉科技大学,湖北; 42,2022,2022,1,6,6.0,量子传感,量子传感器/精密测量,laser；激光器；磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
武汉耐维斯顿科技有限公司,湖北; 42,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
武汉船舶通信研究所(中国船舶重工集团公司第七二二研究所),湖北; 42,2021,2021,3,24,8.0,量子通信与安全,量子通信与安全,单光子探测器；量子密钥；量子密钥分发,3,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
武汉邮电科学研究院有限公司,湖北; 42,2019,2021,4,40,10.0,量子通信与安全,量子通信与安全,QKD；laser；激光器；量子信息；量子密钥；量子密钥分发；量子态；量子通信,3,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
武汉量子技术研究院,湖北; 42,2023,2023,2,21,10.5,量子通信与安全,量子通信与安全,laser；量子保密通信；量子密钥；量子密钥分发；量子通信,2,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
