第一申请人,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count
中国科学院微小卫星创新研究院,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
中国科学院微电子研究所,2020,3,13,4.333333333333333,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,离子阱；量子计算,0,2,1,0
中国科学院微电子研究所,2021,2,11,5.5,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,laser；lasers；囚禁离子；离子阱；量子芯片；量子计算,0,2,0,0
中国科学院武汉岩土力学研究所,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
中国科学院武汉物理与数学研究所,2019,3,12,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子频标；激光器,0,1,0,2
中国科学院武汉物理与数学研究所,2020,2,9,4.5,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子频标,0,1,0,1
中国科学院物理研究所,2019,3,38,12.666666666666666,量子计算硬件,量子计算硬件/量子芯片,qubit；拓扑量子比特；自旋量子比特；超导量子电路；量子比特；量子电路；量子计算,3,0,0,0
中国科学院物理研究所,2020,1,10,10.0,量子传感,量子传感器/精密测量,原子钟；量子精密测量,0,1,0,0
中国科学院物理研究所,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
中国科学院理化技术研究所,2020,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
中国科学院理论物理研究所,2022,2,17,8.5,量子传感；量子计算,其他量子相关/待复核；量子计算系统,qubit；qubits；量子态；量子技术；量子比特；量子线路,1,1,0,0
中国科学院空天信息创新研究院,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
中国科学院空天信息创新研究院,2023,1,7,7.0,量子计算,量子计算系统,量子态；量子线路,0,1,0,0
中国科学院空间应用工程与技术中心,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子相干,0,0,1,0
中国科学院精密测量科学与技术创新研究院,2020,7,50,7.142857142857143,量子传感；量子计算硬件,上游材料与核心部件；量子传感器/精密测量；量子计算硬件/量子芯片,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；囚禁离子；激光器；磁光阱；离子阱；量子传感；量子传感器；量子信息；量子态,2,5,0,0
中国科学院精密测量科学与技术创新研究院,2021,13,73,5.615384615384615,量子传感；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,laser；lasers；中性原子量子；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；原子频标；激光器；磁光阱；离子阱；量子比特；量子计算；频率基准,2,6,0,5
中国科学院精密测量科学与技术创新研究院,2022,5,18,3.6,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；原子干涉；原子钟；原子钟守时；激光器；铷原子钟；频率标准；频率驾驭,0,1,0,4
中国科学院精密测量科学与技术创新研究院,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率传递,0,0,0,1
中国科学院自动化研究所,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
中国科学院苏州纳米技术与纳米仿生研究所,2019,1,10,10.0,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；量子比特,1,0,0,0
中国科学院苏州纳米技术与纳米仿生研究所,2020,1,15,15.0,量子计算硬件,量子计算硬件/量子芯片,qubit；超导量子比特；超导量子芯片；量子比特；量子芯片,1,0,0,0
中国科学院苏州纳米技术与纳米仿生研究所,2021,1,15,15.0,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；量子比特；量子计算；量子计算机,1,0,0,0
中国科学院西安光学精密机械研究所,2020,2,11,5.5,量子传感,量子传感器/精密测量,MOT；laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,2,0,0
中国科学院西安光学精密机械研究所,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；氢原子钟,0,0,0,1
中国科学院计算技术研究所,2021,2,10,5.0,量子计算,量子计算系统,量子电路；量子芯片,0,2,0,0
中国科学院软件研究所,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
中国科学院重庆绿色智能技术研究院,2019,2,18,9.0,量子通信与安全,量子通信与安全,抗量子攻击；量子算法,2,0,0,0
中国科学院重庆绿色智能技术研究院,2020,1,4,4.0,量子计算,量子软件/算法/模拟,量子算法,0,0,1,0
中国科学院重庆绿色智能技术研究院,2021,1,4,4.0,量子计算,量子软件/算法/模拟,量子算法,0,0,1,0
中国移动通信有限公司研究院,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,0,0,0
中国移动通信有限公司研究院,2020,5,60,12.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子网络；量子通信,5,0,0,0
中国移动通信有限公司研究院,2021,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0
中国移动通信集团广东有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
中国空气动力研究与发展中心低速空气动力研究所,2020,1,5,5.0,量子传感,量子传感器/精密测量,磁光阱,0,1,0,0
中国空气动力研究与发展中心超高速空气动力研究所,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
中国联合网络通信集团有限公司,2019,2,10,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子计算；量子通信,0,2,0,0
中国联合网络通信集团有限公司,2020,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,2,0,0
中国联合网络通信集团有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
中国联合网络通信集团有限公司,2022,4,36,9.0,量子通信与安全,量子通信与安全,laser；lasers；单光子探测器；激光器；量子密钥；量子密钥分发；量子态；量子通信,1,3,0,0
中国航天科工集团第二研究院,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
中国航天科工集团第二研究院,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
中国航天系统科学与工程研究院,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率比对,0,0,0,1
中国航空工业集团公司北京长城计量测试技术研究所,2020,4,17,4.25,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；原子频标；频率基准,0,2,0,2
中国航空工业集团公司北京长城计量测试技术研究所,2021,2,9,4.5,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；激光器,0,1,0,1
中国航空工业集团公司成都飞机设计研究所,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
中国船舶重工集团公司七五0试验场,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
中国船舶重工集团公司第七0七研究所,2020,4,24,6.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；磁光阱；量子态,1,2,0,1
中国船舶重工集团公司第七0七研究所,2021,7,39,5.571428571428571,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；时间频率传递；激光器；磁光阱；超高真空；频率基准,1,4,0,2
中国船舶重工集团公司第七0七研究所,2022,7,29,4.142857142857143,量子传感；量子基础概念,上游材料与核心部件；量子传感器/精密测量；量子计量/时间频率/PNT候选,单光子探测器；原子干涉；原子钟；磁光阱；量子态；铷原子钟；频率基准,0,3,0,4
