第一申请人,主体类型,省级地区,第一申请人城市标准化,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,main_categories,main_sub_categories,report_tech_routes,firm_main_category,firm_main_sub_category,firm_main_report_tech_route,type_review_count
上海园林绿化建设有限公司,企业,上海,上海,2024,1,1,1.0,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,0
上海国际旅行卫生保健中心(上海海关口岸门诊部),医疗机构,上海,上海,2022,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海圣珑环境科技有限公司,企业,上海,上海,2023,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海在田环境科技有限公司,企业,上海,上海,2022,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海在田环境科技有限公司,企业,上海,上海,2023,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海埃度医疗器械科技有限公司,企业,上海,上海,2024,1,2,2.0,产品与应用,可降解聚合物,生物制造产品与应用,产品与应用,可降解聚合物,生物制造产品与应用,0
上海培晖生物科技发展有限公司,企业,上海,上海,2023,2,3,1.5,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,生物制造产品与应用,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,0
上海基灵生物科技有限公司,企业,上海,上海,2024,1,1,1.0,产品与应用,重组药物与生物活性原料,生物制造产品与应用,产品与应用,重组药物与生物活性原料,生物制造产品与应用,0
上海复华兴生物技术有限公司,企业,上海,上海,2021,2,5,2.5,产品与应用；生物过程与规模化,高值活性分子；下游分离纯化,生物制造产品与应用；生物过程与规模化,产品与应用,高值活性分子,生物制造产品与应用,0
上海复旦张江生物医药股份有限公司,企业,上海,上海,2025,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海夕曙生物工程有限公司,企业,上海,上海,2023,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海多宁生物科技有限公司,企业,上海,上海,2021,1,1,1.0,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,0
上海多宁生物科技股份有限公司,企业,上海,上海,2023,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海多宁生物科技股份有限公司,企业,上海,上海,2025,2,4,2.0,产品与应用；生物过程与规模化,重组药物与生物活性原料；生物反应器,生物制造产品与应用；生物过程与规模化,产品与应用,重组药物与生物活性原料,生物制造产品与应用,0
上海多米瑞生物技术有限公司,企业,上海,上海,2022,1,4,4.0,代谢工程与细胞工厂,表达系统,细胞工厂与菌株工程,代谢工程与细胞工厂,表达系统,细胞工厂与菌株工程,0
上海大学,高校,上海,上海,2021,3,11,3.6666666666666665,生物制造基础；产品与应用；前沿生物制造,核心概念；生物能源与燃料；3D生物打印,前沿制造与基础支撑；生物制造产品与应用,生物制造基础,核心概念,前沿制造与基础支撑,0
上海大学,高校,上海,上海,2022,7,17,2.4285714285714284,产品与应用；生物过程与规模化；生物制造基础；酶与蛋白质工程,氨基酸与有机酸发酵产品；可降解聚合物；生物反应器；核心概念；生物催化,生物制造产品与应用；生物过程与规模化；前沿制造与基础支撑；酶与蛋白质工程,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,0
上海大学,高校,上海,上海,2023,7,24,3.4285714285714284,产品与应用；生物过程与规模化；酶与蛋白质工程；前沿生物制造,氨基酸与有机酸发酵产品；连续制造与过程强化；生物反应器；生物催化；3D生物打印,生物制造产品与应用；生物过程与规模化；酶与蛋白质工程；前沿制造与基础支撑,前沿生物制造,3D生物打印,前沿制造与基础支撑,0
上海大学,高校,上海,上海,2024,2,7,3.5,生物过程与规模化；前沿生物制造,生物反应器；3D生物打印,生物过程与规模化；前沿制造与基础支撑,生物过程与规模化,生物反应器,生物过程与规模化,0
上海大学,高校,上海,上海,2025,4,15,3.75,前沿生物制造；生物过程与规模化,3D生物打印；生物反应器,前沿制造与基础支撑；生物过程与规模化,前沿生物制造,3D生物打印,前沿制造与基础支撑,0
上海大格生物科技有限公司,企业,上海,上海,2024,1,2,2.0,产品与应用,平台化合物,生物制造产品与应用,产品与应用,平台化合物,生物制造产品与应用,0
上海天智绿色食品有限公司,企业,上海,上海,2021,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海天饴生物科技有限公司,企业,上海,上海,2025,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海奕农生物科技有限公司,企业,上海,上海,2024,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海奥博生物医药股份有限公司,企业,上海,上海,2023,1,4,4.0,酶与蛋白质工程,生物催化,酶与蛋白质工程,酶与蛋白质工程,生物催化,酶与蛋白质工程,0
上海奥博生物医药股份有限公司,企业,上海,上海,2024,1,4,4.0,代谢工程与细胞工厂,表达系统,细胞工厂与菌株工程,代谢工程与细胞工厂,表达系统,细胞工厂与菌株工程,0
上海奥浦迈生物科技股份有限公司,企业,上海,上海,2021,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海奥浦迈生物科技股份有限公司,企业,上海,上海,2023,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海奥萝拉医药科技有限公司,企业,上海,上海,2024,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海威俊真空排水设备有限公司,企业,上海,上海,2025,1,4,4.0,生物过程与规模化,发酵工程,生物过程与规模化,生物过程与规模化,发酵工程,生物过程与规模化,0
上海威德环保有限公司,企业,上海,上海,2023,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海威高医疗技术发展有限公司,企业,上海,上海,2024,1,3,3.0,DNA/RNA读写编辑,DNA存储与新型信息材料,生物设计、读写与自动化工具,DNA/RNA读写编辑,DNA存储与新型信息材料,生物设计、读写与自动化工具,0
上海安民生物技术有限公司,企业,上海,上海,2021,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海安若必科环保科技有限公司,企业,上海,上海,2024,1,3,3.0,生物过程与规模化,生物反应器,生物过程与规模化,生物过程与规模化,生物反应器,生物过程与规模化,0
上海宝济药业股份有限公司,企业,上海,上海,2024,1,1,1.0,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,产品与应用,氨基酸与有机酸发酵产品,生物制造产品与应用,0
上海实验动物研究中心,科研院所,上海,上海,2025,2,8,4.0,DNA/RNA读写编辑,基因合成,生物设计、读写与自动化工具,DNA/RNA读写编辑,基因合成,生物设计、读写与自动化工具,0
上海家化联合股份有限公司,企业,上海,上海,2024,2,5,2.5,生物过程与规模化；产品与应用,过程控制与优化；食品与营养,生物过程与规模化；生物制造产品与应用,生物过程与规模化,过程控制与优化,生物过程与规模化,0
上海尚泰生物技术有限公司,企业,上海,上海,2021,1,1,1.0,产品与应用,重组药物与生物活性原料,生物制造产品与应用,产品与应用,重组药物与生物活性原料,生物制造产品与应用,0
上海工程技术大学,高校,上海,上海,2025,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海巷西环境科技有限公司,企业,上海,上海,2024,3,10,3.3333333333333335,生物过程与规模化；原料与低碳路线,生物反应器；人工碳循环与固碳,生物过程与规模化；原料与低碳路线,生物过程与规模化,生物反应器,生物过程与规模化,0
上海市东方医院(同济大学附属东方医院),医疗机构,上海,上海,2023,1,3,3.0,前沿生物制造,干细胞与细胞规模制造,前沿制造与基础支撑,前沿生物制造,干细胞与细胞规模制造,前沿制造与基础支撑,0
上海市东方医院(同济大学附属东方医院),医疗机构,上海,上海,2024,1,5,5.0,代谢工程与细胞工厂,细胞工厂,细胞工厂与菌株工程,代谢工程与细胞工厂,细胞工厂,细胞工厂与菌株工程,0
上海市伤骨科研究所,科研院所,上海,上海,2022,1,1,1.0,产品与应用,重组药物与生物活性原料,生物制造产品与应用,产品与应用,重组药物与生物活性原料,生物制造产品与应用,0
上海市伤骨科研究所,科研院所,上海,上海,2024,1,4,4.0,前沿生物制造,3D生物打印,前沿制造与基础支撑,前沿生物制造,3D生物打印,前沿制造与基础支撑,0
上海市儿童医院,医疗机构,上海,上海,2025,1,4,4.0,DNA/RNA读写编辑,基因与基因组编辑,生物设计、读写与自动化工具,DNA/RNA读写编辑,基因与基因组编辑,生物设计、读写与自动化工具,0
上海市公共卫生临床中心,机关团体,上海,上海,2022,1,4,4.0,DNA/RNA读写编辑,基因合成,生物设计、读写与自动化工具,DNA/RNA读写编辑,基因合成,生物设计、读写与自动化工具,0
上海市公共卫生临床中心,机关团体,上海,上海,2024,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海市农业生物基因中心,科研院所,上海,上海,2023,2,6,3.0,DNA/RNA读写编辑；产品与应用,基因与基因组编辑；高值活性分子,生物设计、读写与自动化工具；生物制造产品与应用,DNA/RNA读写编辑,基因与基因组编辑,生物设计、读写与自动化工具,0
上海市农业生物基因中心,科研院所,上海,上海,2024,3,6,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海市农业生物基因中心,科研院所,上海,上海,2025,1,2,2.0,产品与应用,高值活性分子,生物制造产品与应用,产品与应用,高值活性分子,生物制造产品与应用,0
上海市农业科学院,科研院所,上海,上海,2021,6,16,2.6666666666666665,生物过程与规模化；产品与应用；酶与蛋白质工程,发酵工程；高值活性分子；生物催化,生物过程与规模化；生物制造产品与应用；酶与蛋白质工程,产品与应用,高值活性分子,生物制造产品与应用,0
上海市农业科学院,科研院所,上海,上海,2022,16,54,3.375,DNA/RNA读写编辑；产品与应用；生物过程与规模化；底盘细胞与菌株工程；生物制造基础；酶与蛋白质工程,基因与基因组编辑；高值活性分子；发酵工程；菌种选育与诱变；农业生物制造；耐受与适应性进化；合成生物学；蛋白质工程,生物设计、读写与自动化工具；生物制造产品与应用；生物过程与规模化；细胞工厂与菌株工程；前沿制造与基础支撑；酶与蛋白质工程,产品与应用,高值活性分子,生物制造产品与应用,0
上海市农业科学院,科研院所,上海,上海,2023,14,38,2.7142857142857144,产品与应用；DNA/RNA读写编辑；生物过程与规模化；代谢工程与细胞工厂,重组药物与生物活性原料；氨基酸与有机酸发酵产品；高值活性分子；基因合成；下游分离纯化；发酵工程；农业生物制造；表达系统,生物制造产品与应用；生物设计、读写与自动化工具；生物过程与规模化；细胞工厂与菌株工程,产品与应用,高值活性分子,生物制造产品与应用,0
